name,author_title,review_text,review_rating,review_datetime_utc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Dam Buster,"Very nice selection of pools, rented a gazebo to escape the midday sun. Wave pool is great.",5,05/05/2025 03:56:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Natasha,Pergi ke atlantis di hari jumat jadi agak sepi. Saat naik perosotan yang tertutup badan saya tiba2 berhenti di tengah perosotan dalam keadaan gelap. Pas protes ke petugas katanya posisi tidur saya salah (padahal posisi sudah tidur sesuai arahan). Tangga kolam di atlantis juga sangat licin dan petugas ga memperhatikan kebersihan. Ini terakhir kali saya ke atlantis,2,05/04/2025 10:36:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Cafry Hasibuan,Tempat wajib bawa anak main air. Annual pass sangat worth it,5,05/03/2025 13:31:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Aidil Pitra,,5,05/02/2025 06:37:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,"Mulyadi, S.Pd.I","Serunya maen air disini lah tempatnya
Yang menjadi kurang pemandangan nya belum di cat ulang sehingga terlihat kusam dan Legendaris banget",3,04/29/2025 10:06:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Dira Bagan,,5,04/29/2025 06:45:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Muhammad nur Fajar,,5,04/24/2025 14:06:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Indah Lestari,"Seseru itu liburan dan berenang di sini. Apalagi kolam ombak dan kolam arus. Anak² seneng sampai ga mau pulang.
Toilet banyak dan bersih. Ruang bilas dan ganti pun banyak dan bersih.",5,04/24/2025 04:38:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Adli Ramadhan,Mantap,5,04/23/2025 02:07:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Cahya Sulung,,5,04/22/2025 19:53:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Adzey M,"Wahana ada dari untuk anak² hingga orang dewasa, untuk tiket sekitar 120.000 per orang, harga sewa ban agak mahal emang sekitar 37k ke atas, dan gak boleh bawa makanan sendiri dari luar.",4,04/22/2025 13:43:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Vram Rostomyan,"Well, this is another story. Nothing new: a few pools, 2-4 slides (other part was closed), small restaurants and a shop at the exit. Probably you would ask why I gave just 3 stars to this waterpark. First, I should pay the ticket for the entrance to Ancol territory. Second, I should pay for the ticket for the entrance to the waterpark for riding all the rides, and at the same time many slides were closed.",3,04/21/2025 17:52:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Heroe Su,"banyak kucing liar dan petugas tidak peduli bahkan ada beberapa hewan yg kondisinya berpenyakit.

mohon kepada pengelola agar sterilkan wahana dari hewan liar, utk kenyamanan dan menghindari dr penyebaran bibit penyakit. thanks.",2,04/19/2025 21:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Audrey Lavy,,5,04/17/2025 01:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Emily Sulviana,,4,04/14/2025 22:35:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Gatz W,"Fun for families. A lot of slides, even though some of them are a bit run down. The 6 months pass is really good value for money.",4,04/14/2025 08:16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,luthfi bukhari,airnya kurang bersih,3,04/12/2025 22:17:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Kuswanto Arrasyid,"Sering main air di sini, makin baik fasilitasnya,",5,04/11/2025 12:31:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Riana Kristina,,5,04/11/2025 12:20:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,muhammad andi arthama,,5,04/11/2025 04:24:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Muhammad Alzidane,,5,04/10/2025 13:49:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Martha Hutapea,Air ny jorok,2,04/10/2025 06:14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Reynaldi Wilianata,Kesini pas lagi promo diaplikasi.. Enak sepi juga soalnya pas puasa.. Cuma ga diinfoin kalau ternyata banyak yang sedang perbaikan jadi ga bisa full mainnya.. Lokernya juga beberapa ga bisa dipakai...,5,04/09/2025 12:49:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Muliany Tana,,5,04/08/2025 08:47:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Raylucca Sibarani,,5,04/08/2025 02:57:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Yuay Beautyshop,"baru kali ini kecewa sm tempat wisata masa beli cireng bumbu tp malah belum matang, dah gitu satpamnya juga judes bgt",1,04/07/2025 10:02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Vanessa Vanessahrdvn,saya kehilangan uang di dalam tas apakh ada conpliment?sudah cek cctv jg,1,04/07/2025 07:59:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,yeny wijaya,"Pengalaman kami berkunjung pada H-1 Idul Fitri, sebenarnya cukup nyaman dan sepi, anak-anak juga suka bermain dan berenang di Atlantis. Loker, toilet, dan kamar mandi cukup banyak sehingga tidak antri. Ada banyak kolam renang juga yang jadi pilihan, tapi ada 1 kolam renang (lupa namanya) yang kering tidak ada airnya.
Banyak perosotan, tinggal pilih mau yang ketinggian berapa meter. Kedai makanan dan minuman juga banyak dengan harga yang masih wajar untuk ukuran tempat wisata dan libur panjang.
Tetapi ada beberapa pengalaman yang membuat kami kecewa dan mengurangi kesenangan kunjungan kami, seperti:
1. Tidak tersedia loker keluarga dimana bapak, ibu, dan anak (baik anak perempuan atau laki-laki) bisa mengakses 1 loker bersama. Hasilnya ada laki-laki yang masuk ke area loker perempuan dengan alasan mau ambil barang di loker pasangannya.
2. Petugas, termasuk security, tidak tegas terhadap perokok. Ada tanda larangan merokok yang jelas dan mudah terbaca tetapi hanya berjarak tidak lebih dari 5 meter dari tanda itu, ada orang merokok dan begitu dilaporkan ke security malah security-nya yang tidak berani menegur, bahkan bilang ""Kalau di area makan, boleh merokok."" Tidak lama kemudian, kami juga mendapati ada tamu yang baru masuk, masih di area gate dan merokok bebas tanpa ditegur petugas yang berdiri di area gate.
3. Perosotan dengan ban tidak bisa digunakan. Padahal sedang musim liburan tetapi mengapa tidak diantisipasi oleh Manajemen? Lalu kalau memang perosotan ini rusak, harusnya sudah diinfokan di awal, jadi kami tidak perlu secara khusus menyewa ban yang tujuannya memang untuk menikmati perosotan tersebut.
Semoga Atlantis bisa lebih bagus lagi.",3,04/07/2025 06:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Ronald Yusuf,,1,04/06/2025 10:56:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,صالح الغامدي,,5,04/06/2025 03:25:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,柊ヒナタDEDE HIRAAGI,,5,04/06/2025 03:16:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Julia Lonan,,5,04/06/2025 00:45:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Baby monalisa,,5,04/05/2025 16:58:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Connaire Benta,This waterpark has been running for 20+ years. It has great potential but it isnt looked after. So much algae that couldve been scrubbed using chemicals. They charge expensive rate for tourists although not maintain the pools up to par. There is pool for toddler where there are balls and water fountain but the balls are nasty.,2,04/03/2025 12:01:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Melly Alfanizam,,1,04/03/2025 05:27:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Rotua Manullang,,1,04/02/2025 09:19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Deni Saputra,Dengan harga segitu sih sepadan sih dengan fasilitas yg di berikan dan cocok buat bareng keluarga,5,04/01/2025 16:59:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,MUK MOI 木梅,"Datang beberapa hari sebelum lebaran idul fitri 2025.
Kondisi kolam banyak daun, pasir, batu, ulat, dan sangat kotor, apalagi kolam anak2, duhh luar biasa kotornya. Semoga kedepan lebih baik dan diperhatikan kebersihannya.",2,04/01/2025 09:09:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,hendy wuryanto,Good,5,04/01/2025 09:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,hendy wuryanto,Good,5,04/01/2025 09:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Jackson Yap,"Kirain anak2 pilih Dufan, ternyata malah maunya ke Atlantis. Masuk pas H-2 lebaran 2025. Cukup sepi. Kekurangannya ada batu2 pasir yg pecah dibawah kolam utama. Penjaga di luar slide cukup banyak, tapi penjaga di slidenya hanya 2. Anak saya kepentok sama anak dewasa yg main slide, padahal harusnya nunggu anak saya selesai di slide nya dulu, baru orang nya slide. Ini super bahaya, karena saya pernah ngalamin hal yg sama, dan rasanya mau pingsan. Apalagi ini kena ke anak saya yg baru 6 tahun.

Kolam ombaknya ga seseru di Wahoo Bandung, kurang greget dan juga agak serem juga soalnya di deket pintu ombaknya tingginya sudah 3 meter. Sewa pelampungnya juga menurut saya mahal banget Rp 95.000 untuk 4 jam saja dan 2 lobang.

Menurut saya cuman kolam utama saja yg seru. Sisanya kurang",5,04/01/2025 04:32:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,ocky chopin,,4,03/31/2025 22:31:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Antonius Dasandra (Andra),,4,03/31/2025 04:58:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Gabriel Pratama,Lumayan tapi sayang banyak wahana yang tutup jadi kecewa,4,03/30/2025 17:46:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,b w,"Kurang orang penjaga yang mengerti aturan di Atlantis sendiri. 2 kejadian yang sangat mengganggu:
a. Karena loker ada di ruang bilas pria dan wanita, termasuk loker keluarga, ada pria dewasa yang bisa masuk ke ruang bilas wanita walau sudah ada tanda ""pria dilarang masuk"". Tidak ada yang menegur dari penjaga, ketika kami tegur, orang tersebut hanya belagak tidak tahu.
b. Ada pengunjung yang merokok, tetapi penjaga justru menyatakan area yang di maksud adalah boleh merokok, walau di antara tanda dilarang merokok. Jika boleh merokok, tidak disediakan asbak sehingga pengunjung buang abu dan puntung tidak pada tempatnya.
Sangat mengganggu untuk dapat disebut tempat rekreasi keluarga. Hal lainnya, standar.",3,03/30/2025 05:34:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Wiwin Rohwindari,"Hari ini tgl 28 Maret 2025 dtg ke Atlantis ancol sangat disayangkan kolam2 nya banyak lumut dan kolam arusnya gak kencang jalannya serta kotor, untuk supaya lebih di tingkatkan kebersihan kolamnya.Tks...",3,03/28/2025 14:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Nesia Fitri,"Mmmmm.... Entah mungkin karena sedang puasa jadi sepi, atau yg lain, tapi memang tak terlalu ramai...
Kolam arusnya tidak seperti dulu ya, dulu naik diban bisa jalan sendiri ngikutin arus, sekarang kudu didorong baru jalan tuh ban 😅😅
Hampir semua kolam banyak daun²an dan serbuk² pohon, ngebuat jadi agak terlihat kotor.

Loker diruang gantinya juga banyak yg rusak...

Makan dan minum tidak boleh dibawa dari luar, tapi stand makanannya kebanyakan cuma jual pop mie dan cemilan², yg jual nasi cuma 2 stand",4,03/28/2025 08:12:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,CLINTON SIALLAGAN,,5,03/28/2025 04:58:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Bernadi Sugiharto,,4,03/27/2025 09:27:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Ka vina,"Atlantis Ancol ini tempat Waterboom Legend di Jakarta. Dan mereka Maintain dengan bagus. Tempat mandinya banyak dan ok bersih, pastikan sebelum mandi airnya nyala atau engga.  Untuk tempat berenangnya long Crazy Slide seru banget awalnya takut, aneka perosotan di pintu utama juga seru. Hanya saja karena itu bulan puasa jadi ada 3 wahana yg tidak bisa di pakai sedang perawatan.  Dan tutup ternyata jam 5 sore saat puasa.",5,03/26/2025 05:53:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Water Adventures Ancol,Marchello Riazdin,Tempat kolam renang dengan berbagai wahana seluncuran yang asik untuk anak2 dan dewasa.,5,03/24/2025 01:01:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
