name,author_title,review_text,review_rating,review_datetime_utc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Ana Yuliani,,5,03/23/2025 13:48:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,C-men Audio,,5,03/03/2025 11:34:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Mega Kariya Imani,"ini cuma kolam renang buat anak kecil (menurut saya)
memang ad pertunjukan leaknya.. dan pengunjung lain lumayan excited untuk foto² dg leaknya
makanannya ya bolehlah",4,02/25/2025 14:51:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Andriana Yulianti,"tempatnya cukup nyaman, tapi saran buat kentang gorengnya dikasih garam sedikit agar tetap ada rasa walaupun diberi saus. overall oke sih",5,02/14/2025 03:55:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Chipa Kitchen,"Edu Wisata bernuansa Bali yang lokasinya di Trenggalek. Masuk ke sini HTM 10 K saja. Dari pintu masuk sudah banyak patung bernuansa Bali. Ada Kolam Renang & beberapa palyground. Cocok kalo bawa anak anak ke sini.
Di sini ada cafenya. Harganya cukup terjangkau, namun kalo untuk varian menu masih kurang. Dan ketika pesan, disajikan dalam box saja, sendok garpu plastik.
Mungkin masukan untuk menunya lebih beragam dan menggunakan alat makan yg ramah lingkungan.",4,02/13/2025 04:18:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rizcha Cipit,,5,01/27/2025 12:48:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,INDRATI,,5,01/26/2025 12:25:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Dea,,5,01/23/2025 01:36:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,agus kancil,,4,01/22/2025 02:06:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,hani chusna,,5,01/19/2025 09:08:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Endah Nurhidayah,,5,01/18/2025 12:06:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Philipus Wahono,nuansa Bali cuma kurang bau dupa saja.,5,01/17/2025 03:57:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Bocah Bodho,"Tempat bersih dan terawat, nyaman untuk bersantai dg keluarga",4,01/15/2025 09:16:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,evani khoirun nisa,"Tempat bersih, nyaman
Toilet bersih
Makanan dan minuman juga enak terjangkau
Pegawai ramah",5,01/12/2025 05:04:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,CITAST Indonesia,"Nyaman, murah meriah, anak senang, kopi hitam 5rb mantab",5,01/12/2025 04:33:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Mohammad Baedowi,"Suasana nyaman banget buat kumpul keluarga
Mungkin di pendopo perlu di tambahi kipas angin sehingga ketika full pengunjung tidak terlalu penat hawa nya
Overall is good dengan HTM 10k",4,01/01/2025 05:46:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Riya Arega,Susah pembayaran gk bisa pake Qris,4,12/31/2024 05:08:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,CHAFID NP,,4,12/29/2024 13:01:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,suparjie 90,Suasana kek bali,5,12/25/2024 01:07:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,M.,,4,12/23/2024 08:39:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Sugeng Bungkal,,5,12/08/2024 06:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Adhitya Rido,,5,11/25/2024 08:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,asa poga,,5,11/16/2024 08:21:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Setya Septa,,5,11/10/2024 03:51:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,ENI RIYANA,"Gazebonya banyak banget,
Sejuk & fresh,
Transportasi mudah,
Tiket terjangkau
Pokoknya rekomendasi utk kantong pelajar dan keluarga 🙏❤️👍",4,10/18/2024 02:27:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Lux Farida,,4,10/15/2024 13:25:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Topa Trisna,,5,09/29/2024 07:44:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Fatika Nur Aiza,"Kesana karna review tugas kampus pas ujan deres banget tapi jadi bisa eksplor semuanya karna lagi sepi, tempatnya bagus di desain ala bali, ada kolam renang, ruang meeting, resto juga, lumayan lengkap, nuansanya baguss",4,09/25/2024 10:16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Aya Maritza,"Enak kok tempatnya,nyaman,bersih,pelayanan juga ramah,parkir nyaman

Next agenda kesana lagi,tapi tolong dong menu nya ditambah lagi😁",5,09/22/2024 07:32:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Sigit Dwicahyo,,5,09/11/2024 01:46:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Sheila gita anggraini,,5,09/09/2024 06:35:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,agus riadi1,,5,09/08/2024 11:14:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Dyah Setyorini (Ririn),Miniatur Bali,5,08/24/2024 11:16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Grandy Kusuma,Tempat santai berkumpul ma keluarga dengan permainan anak...,5,07/28/2024 11:08:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Nabil bersama channel,,5,07/27/2024 05:27:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Wali Ardian,Nyaman senang buat family,5,07/17/2024 23:13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,amir yahya,,4,07/17/2024 11:31:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rizky Amaliana,Kolam renangnya kotor berlumut,3,07/16/2024 03:57:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Gista Putri,,4,07/15/2024 12:35:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Endah Erma,,5,07/14/2024 04:20:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,riyan key,,5,07/14/2024 01:02:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Cethik Gheni,,5,06/27/2024 09:01:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rumah Sehat Keluarga,Tempatnya Nyaman dan Asyik,5,06/23/2024 12:03:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rurin Haniah,,5,06/19/2024 13:16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Krist Majs,Tempat rekreasi & edukasi buat anak,5,06/05/2024 21:26:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rosalin Sandy,"Bagus .. trs d kelola dg baik,, biar makin rame",4,05/28/2024 13:34:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Reihan Destrawan,,5,05/28/2024 01:48:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Widya Wijaya,,5,05/13/2024 13:39:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,SYAVIF RAMADHAN,"Pemanfangan yang unik minimalis, beserta resto makanan yang lezat murah, tenpat bersih",5,05/12/2024 06:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Kul Buntet,Ayo semangat berolahraga semuanya.,5,05/11/2024 04:06:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Ievaniesh Absensatu,"Cukup worth it untuk piknik ringan di seputaran Trenggalek. Tiket masuk 10 ribu untuk orang dewasa dan 5 ribu utk anak2 di bawah 10 tahun. Parkir mobil juga terjangkau cuman 5 ribu. Makanan bervariasi dengan harga yg terjangkau utk ukuran tempat wisata. Utk kolam renang yg paling dangkal, lantainya agak berlumut.",4,05/09/2024 02:45:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Ali Masrub,,4,05/08/2024 02:22:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Candra Tri Oktabrianto,"Nuansa Pulau Dewata, dengan banyaknya wahana outbound untuk anak, tersedia cafe dan kolam renang. Tersedia juga mushola didalamnya, dan dekat dengan masjid (tapi di bagian luar PHD).",5,05/08/2024 01:20:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Hernanda Tiyan,,5,05/02/2024 03:14:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Muhammad Kianu,sangat bagus tetapi harga makananya dikurangi sedikit,4,04/23/2024 11:41:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,FARIS 93,,4,04/23/2024 04:32:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Nur syafika,,5,04/22/2024 04:43:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Arvy Ahmad,,4,04/19/2024 06:50:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Aroell Ibnu Karim,,3,04/18/2024 10:32:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Ody Arizona,,5,04/16/2024 13:53:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Danu Skala,,3,04/16/2024 09:31:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,abu abu as,tempat yang nyaman untuk bersantai,5,04/15/2024 09:46:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,herman prianto,"Tempatnya Bersih, Indah, ticket dan harga makanan terjangkau. Senang main ke sana",5,04/12/2024 12:40:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Cusna Fitriani,,4,03/31/2024 12:06:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Safii Zaen (Emon),,5,03/26/2024 14:14:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Ade Sandrapristiwa Sari,,5,03/10/2024 15:19:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,nur asiyah,,5,03/06/2024 17:28:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,faizaaa jalan jalan,Tempat rekreasi yang sesuai utk anak anak. Ada kolam renang dan ada playground juga di dalam. Hanya saja tempatnya agak sempit. Jadi kalau beramai ramai ya tempatnya keliatan penuh bgt. Ada resto juga dg harga yg affordable. Menunya enak enak. Toilet juga bersih dan cukup banyak.,5,03/06/2024 16:41:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,TRENGGALEK EKSIS,,5,03/04/2024 22:38:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,84 farm Ponorogo,"Tempatnya nyaman buat santai keluarga , fasilitas sangat menyenangkan buat anak” the best",5,02/26/2024 05:26:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Mulyono Mulyono,Menarik..tenang..buat santai bersama keluarga,4,02/21/2024 09:49:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Hayun Maharani,,4,02/20/2024 10:43:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Siti Maisaroh Maisaroh,,4,02/18/2024 10:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,vitria eka cahya Wulan,Bagus untuk anak-anak bermain..,5,02/17/2024 00:52:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,thanoss,,4,02/16/2024 06:40:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Nadia Khulud jannah,"Ada playground & kolam renang khusus anak-anak, menyediakan makanan & cafe, kamar mandi bersih",4,02/08/2024 04:14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Zahra Alhuzna,,5,02/04/2024 13:39:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Fita Setya,Ekpektasinya tempat luas banyak fasilitas yg menarik ternyata agak kecewa.... Pesanan makan juga agak lama sampe 3x saya samperin. Semoga bisa berbenah lagi🙏,3,02/02/2024 14:34:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,sigit ajaa,,5,02/01/2024 13:19:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Gedibal Wi nardi (Gedibal),,5,01/29/2024 12:37:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Della Anggraeny,,5,01/28/2024 05:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,ulfa annisa,,5,01/25/2024 02:50:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Heni Supatminah,,5,01/22/2024 09:45:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,ARI WARDANI,"Tempat rekreasi dengan nuansa Bali, tempatnya bagus dan bersih. Di dalam ada playground, kolam renang dan ruang laktasi",5,01/21/2024 03:42:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Agus Alex,,5,01/19/2024 12:21:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Junita Rooselina,Ternyata edufarmnya malah sudah pindah lokasi... disana hanya ada kolam utk anak2 kecil dan resto... kecewa krn tdk sesuai harapan.. tp kl bawa anak balita mungkin masih oke siihhh utk main di kolam dan makan,3,01/18/2024 15:13:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,sabila Faza firdausy,,1,01/15/2024 14:08:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Lek Mud,,1,01/13/2024 19:01:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Dardiri Dardak,"Judulnya wisata media pembelajaran dan restoran, tapi tak boleh (harus beli tiket masuk) kalau hanya mau makan di restorannya",3,01/11/2024 06:56:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Yudathomo123,,5,01/10/2024 11:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Pluetoe,"Tempat bersih dan nyaman, tiket murah makanan enak",5,01/05/2024 01:14:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,eko cahyono,,5,12/31/2023 03:10:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Rista Eka Rachim F,,5,12/30/2023 07:52:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,angga praditya,"Pertama kali berkunjung disini bersama keluarga. Diluar ekspektasi saya, ternyata tempatnya bagus, suasana Bali, dengan iringan degung Bali..Banyak spot foto bagus, dan memang ornamen serta bangunan di tempat wisata ini dibuat sedemikian mirip khas budaya Bali..
Tempatnya bersih, rindang, dan pegawainya ramah, berseragam rapi..
Permainan outdoor untuk anak2 serta kolam renang anak, cocok untuk tempat berlibur yg tidak jauh dr kota Trenggalek..
HTM 10rb untuk dewasa, anak-anak 5 ribu..
Makanan cukup enak, mungkin bisa ditambah variasi makanan berat, buat menu diner ya..
Kolam renang mohon untuk ditingkatkan kebersihannya..bisa lebih baik..
Itu saja review amatir dr saya, semoga dapat dipertahankan, atau dapat ditingkatkan lagi...tks",5,12/30/2023 05:09:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Pengrajin Marmer Tulungagung,"TEMPATNYA ENAK BERSIH DAN NYAMAN, KALAU SORE SEJUK DAN JUGA MAKANANANYA ENAK TAPI MENU KURANG BANYAK, PELAYANANNYA RAMAH, NUANSA SEPERTI DI BALI... REKOMENDASI UNTUK KUMPUL KELUARGA ATAU MEATING TWMPATNYA YG ASRI ALAMI👍👍👍👍👍🥰 SEMOGA PHD SELALU RAMAI SETIAP SAAN",5,12/29/2023 03:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHD NUSANTARA (PHD EDUFARM) KAMPUNG BALI,Jual Marmer Online,"Tempatnya nyaman, pelayanan ramah",5,12/29/2023 02:11:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
