review_text,review_rating
petugas parkir ceroboh dalam mengarahkan mobil nyrempet sampek penyok dan tidak mau tanggung jawab kapok kesana karna tukang parkirnya,1
jooss,5
tempat yg nyaman untuk keluarga saran kunjungan pada hari kerja gak rame n lebih nyaman,4
tempatnya simple nyaman n asyik buat liburan keluarga,5
artistik,5
tempatnya bersih dan sejuk,4
serasa di bali,5
tempat rekreasi bersama keluarga ada kolam renang untuk usia balita sd dewasa kebetulan berkunjung pas sore hari sabtu pengunjung tidak terlalu padat tersedia mushola tersedia menu softdrink,5
lumayan untuk refresing keluarga kecil,4
tempat nongkrong yg lumayan asyik nuansa bali cocok bawa anak anak untuk berenang,4
dari bagian depan cocok untuk yg hobi berswafoto terlebih yg suka nuansa ke balibalian dibagian dalam tersedia kolam renang dan area play groundarea bermain untuk anak yg cukup luas sayangnya saat berkunjung waktu sore hari sempat menemui adanya tikus diarea dekat kolam dan coba berkunjung lagi saat hari libur sulit untuk mendapatkan parkir mobil penuh dan mengular sampai dibahu jalan,3
worth it sih wahananya but bagian kantin lama bgt wkwk kalo emang lama dan antrian panjang bisa mungkin kasirnya bilang estimasi wktu biar kita yg order juga lebih sans pas ditanyain kek marah mbaknya wkwk,2
suasana waktu datang berasa nuansa bali bangunan seperti bentuk purahindubali rameeee banget pas libur lebaran waktu masuk datang agak pagian masih lumayan sepi giliran satu sampai dua jam di sini langsung rameeee banget banyak wahana bermain buat anakanak tapi baiknya diperluas lagi kolamnya karena penuh kalau pas hari libur seperti ini semoga bisa dipertimbangkan pihak manajemen,4
nyaman buat bersantai dengan keluarga makanan minuman enak cukup disayangkan bagian tukang parkir kurangnya wawasan haluan parkir asalasalan,4
artistic place for rilexs,5
menarik suasananya bagus,5
lebih tepatnya rumah makan yg dilengkapi playgroup sprt kolam koceh untuk anak untuk htm masih terjangkau dan tempat parkir memadau,5
tempatnya nyaman,5
saya warga sekitar sangat merasa terganggu sampai jam pagii kegiatan pesta malam hari di phd malasan sangat mengganggu sekali sangat tidak manusiawi mengingat sudah diatas jam malam seharusnya segala jenis soundsistem dan musik sangat keras seharusnya di matikan bahkan sampai jam pagi sedangkan ini di bulan ramadhan yang banyak orang ingin beristrahat dengan tenang saya dan masyarakat benar sangat kecewa dan sakit hati,1
tempatnya bagusenak buat wisata keluarga mungkin kedepannya bisa diperluas kekurangannya cuma parkirannya kurang luas sehingga banyak yang parkir di pinggir jalan,5
menarik,5
tempatnya bagus banget harga juga murah week end dewasa anakanak ribu sudah bebas semua spot foto permainan outdoor panjat tebing jembatan dan prosotan dan kolam renang sepuasnya makanan juga ramah seeprti tempat wisata lain ada playground yang sangat luas dengan harga aja sayang banget yg permainan outdoor sering dibuat duduk anak remaja cewek dan anak saya sampai kena buli dilarang lewat padahal itu area bermain terus disuruh lewat prosotan tinggi yg samping sampai sedikit jatuh untungnya gak p cuma kayak ketakutan tolong untuk pengelola khusus untuk tempat bermain disterilkan dari orang duduk kayak panjat tebing juga buat duduk jauhjauh dari ponorogo inginnya menikmati semua tempat dan setelah saya kasih tau masnya langsung ditegur,4
suka banget tempatnya vibes bali super bersih,5
nyaman dan ramah untuk anak menu lumayan pricey tempat bersih hieginis parkir disedikan dengan layak petugas ramah,4
tempat nyaman makanan enakviewny jelas mantab,4
jual beli hpmontor,1
nyaman are bermain anak bnyak,2
tempat rekreasi dan wisata yg patut diperhitungkan untuk dikunjungi,5
tempatnya lega sejuk,3
rekomendcok buat akhir pekan,5
tempat bermain anak yang nyaman,3
tempat yang nyaman untuk berdua sama pasangan ataupun dengan keluarga,5
sesak safety nya kurang,3
cocok untuk ngajak anak kesini cuma kolam renang nya kurang dalam untuk khusus dewasa,5
bagus,5
tempatnya bagus dan cocok untuk segala usia,4
keren,5
tak sesuai expetasi tempatnyamahal,1
lagi lewat sajakelihatannya aseeek tempatnya,5
cocok ut hangout dg kelg ada kolam renang bagus ut swafoto,5
secara konsep tempatnya bagus ada suasana bali balinya tapi sayangnya makanannya tidak ada menu bali hehe tempat main buat anak banyak cuma makanannya perlu ditingkatkan dari segi rasa dan isian misal nasgor isian nasgornya menurut saya kurang kurang ayam atau toping telurnya semoga tambah baik lagi dan tetap rame phd edufarm,3
makanannya b ajasaya kira konsepnya bali gitu pasti ada menu ala bali ternyata enggak kesini pas minggu ruameee kolam kayak cendol dawet setiap masuk permainan bayar gak ngerti konsep edunya di bagian apa poin plusnya ada macam playground buat anak dibawah tahun dan anak tahun ke atas perusutannya terlalu tinggi dan kemiringan lebih dr jadi kurang safety,2
tempatnya bagus bersih banyak permainan anak dan harga terjangku,5
tempatnya bagus cmn bagian parkir motor kurang luas dan kurang tertata rapi,4
wisata baru,5
tempatnya nyamansuasana mirip di bali tiap kali mudik sering mampir nmr cs nya juga cepat merespon,5
