review_text,review_rating
spot bagus untuk ngecamp prasarana lengkap ada mushola toilet di luar dan warung waktu pagi bisa renang di sisi barat ombak okelah jalan ke sini masih terbilang mudah selebihnya worth it dan semoga bagi para camper lebih jaga kebersihan lagi angkut sampah pakai kresek dan buang di tong,5
bagus banget walaupun gak pernah kesana,5
ok banget,5
mantap,5
ramah jam mobil bisa dobwa masuk banyak tenoat sampah tapi sampah uga masih banyak yg terserekan rekomendasi perjalanan lewat panggul toket murah rb,5
view bagus cuma arah kesana jalannya berkelok tapi terbayar pemndngn bgus,4
tampatnya nyaman dan bersih,5
masyaallah tempatnya indah cocok buat refreshing,5
bagus banget murah meriah tempat camping juga seandainya ada banyak gazebo duh bikin betah,5
pantai yg indah benar masih alami tapi ingatjangan berenang di laut berbahaya,5
tempat bagus unik perpaduan sungai dan laut akan tetapi sungai lagi surut jadi belum bisa buat berenang,5
umpruknya bermanfaat bagi umat,5
pantainya bagus bersih sesuai dengan namanya ada kebonya kerbau juga cocok untuk camping atau kegiatan outbound bersama team karena ada lapangan di dekat pantainya,4
pantai kotor akses jalan extreme,2
pantai kebo di trenggalek jawa timur merupakan destinasi wisata yang menawarkan keindahan alam yang memukau dan suasana yang tenang cocok untuk melepas penat dari kesibukan seharihari terletak di desa ngulungwetan kecamatan munjungan pantai ini berjarak sekitar kilometer dari pusat kota trenggalek meskipun akses jalannya berkelokkelok dan menantang terutama jika melalui jalur kampakmunjungan yang memiliki tanjakan curam perjalanan anda akan terbayar lunas dengan panorama yang disajikan setibanya di lokasi salah satu daya tarik utama pantai kebo adalah hamparan padang rumput hijau yang luas dihiasi aliran muara sungai yang menyerupai sungai alami menciptakan pemandangan yang unik dan menyejukkan mata selain itu suasana pedesaan yang asri dengan latar belakang sawah perbukitan hijau dan deretan pohon kelapa menambah pesona pantai ini,5
viewnya mantep poll masih asri banget semoga ada kesempatan buat balik lagi kesini hehe,5
siapa tau ada yang menemukan ktp atas nama satrya miracles,5
enakkk banget,5
pantai yg sangat bagus ada campingnya juga walaupun akses jalannya sangat ekstrem tapi di bayar oleh pemandangannya yg sangat indah,5
tempat nya bagus tiket masuk nya murah sekali sayang nya jalan menuju pantai banyak tanjakan dan turunan yang sangat tajam dan sedikit nya penunjuk arah ke pantai google maps pun tidak akurat,5
alhamdulillah beach is very clean its only for showering nearby the beach and sand you cannot swim as the wave is high tight overall i give as i can set up my tent infront of my car there is a few shophouses too the price is reasonable,4
pantai nya biasa saja tapi tempat campingnya yg istimewa berada di padang rumput yg hijau dengan view bukit yg indah ada kerbau yg di biarkan merumput menghadap ke sungai yg jernih asik untuk camping,5
view nya indah pol rekomendasi yang mau liburan atau ngecamp,5
disini pelayanan sangat baikdan ramah sekali,5
mantap,5
kadang tidak akurat,5
pantai di trenggalek yang cocok buat bersantai untuk mengisi waktu dulur yang luanghtm untuk weekday ribu permotortidak campwarga lokal ramahbisa dapat bonus kelapa gratis jika ketepatan lagi panen hehehe,5
minus kalo malam pas tidur ada segawon patroli,2
akhir pekan seru bisa sewa tenda juga disini,5
pantai yg bagus banget dan masih belum banyak pengunjung nya karna akses jalan nya yg kecil hanya muat buat mobil aja tapi jalan nya bagus kok udah aspal semua cm bbrpa meter aja menuju pantai nya yg masi bebatuan tapi ttep harus ati buat pengendara motormobil ya karna ada tikungan yg tajam masyaallah ini tuh pantai nya bagus banget deh pokok nya ga nyesel kalo kesini walopun tracking jalan nya yg melelahkan tapi setelah sampai aku yakin lelah itu akan hilang seketika karna keindahan pantai nya maka nya pada ga heran kalo berkunjung di pantai kebo pasti pada ngecamp pada persiapan tenda tapi aku ga ngecamp krna g ada persiapan jd cm jam doang main air trs balik lg jadi walopun ga bisa main di bibir pantai nya karna ombak nya selalu besar tapi kita bisa main di sebarang nya yg air tawar meskipun air tawar tapi ga ada lumpur nya melainkan pasir dan dasaran nya jg cetek jadi anak bisa main pasir di air tawar perpaduan birunya langit hamparan pasir deburan air ombak semilir angin dan hijau nya pemandangan tebing serta kebun kelapa membuat kita betah berlama santai menikmati alam masyaallah terus di deket pantai nya di area kebun kelapa situ sudah tersedia bberapa tempat sampah motor maupun mobil bisa parking dimana pun free tersedia toilet korang lumayan bersih kok toilet nya mungkin hanya kotor pasir karna pada bilas habis jeburan gt biaya masuk pantai pun masih free trs jg udah ada musholla karna blm ada pengelola nya ya jd banyak sampah daun kering gt ya maklum lah harga makanan maupun minuman di warung sana jg masih murah kok start k kebanyakan jualan nya cm miean gt es teh es kelapa kopi itu aja sih ripiuw dr aku,5
pemandangannya bagus padang rumputnya bagus jg dan luas cuma untuk temen yang pakek mobil mending pikir x lipat karena akses jalannya double track roda jadi untuk mobil super duper susah banget tiket murah meriah intinya akses roda susah dan menantang krn km melintasi gunung dengan track menanjak dan sempit,5
viewnya bagus cm banyak banget sampah batok kelapa berserakan dimana mana bekas camping orng tepi pantai juga bnyak yg nggk dibersihkan dari medannya kesini emang bener extreme guys fyi jalanan dr trenggalek smpai kepantai mulus cuma medannya memang beuhh naik turunnya bener extreme hati aja yg pake matic rem pasti cpet panas istirahat yg cukup untuk motornya biar selamat smpai tujuan,4
pantainya indah asri tapi sayangnya gk boleh mandi di pantai,4
bagus,5
sangat family friendly sungai ada pantai ada sawah gunung fasilitas sudah lengkap,5
enakk,5
pantai kebo atau ngulung wetan karena ada beberapa ekor kerbau berada disana pantai berpasir coklat yg lembut dengan ombak yg cukup besar karena berhadapan langsung dengan laut selatan disampingnya ada muara sungai yg berdampingan dengan padang rumput suasana asri dan tenang bila camping sebaiknya pilih yg dibawah pepohonan karena untuk yang dipadang rumput bilamana musim pancaroba angin nya sangat kuat khawatir tendanya diterbangkan angin toilet ada buah cukup bersih airnya hampir salalu tersedia warung juga ada beberapa yg buka terus sehingga ngak perlu khawatir dengan perbekalan dan keamanan tempat parkir sangat luas jalan masuk cukup extreme tanjakannya cuma untuk mobil jadi harus gantian jalannya juga cukup bagus cor beton paving dgn sedikit makadam sebaiknya pakai motor atau mobil yg sehat tiket masuk parkir murah orang rb parkir mobil rb,5
pemandangan bagus dan masih asri untuk akses jalan rasakan sensasinya,4
tempatnya keren semoga pas kalian kesini cuacanya mendukung deh,5
pantai dg view yg subhanallah luar biasa indah warung ada harga terjangkau toilet dan musholla jg ada tempat asri cuma medannya aja yg bikin dag dig dug baleno alhamdulillah masih bisa naik,5
viewnya paling cantik,5
tempatnya bagus cuman akses jalannya agak kurang nyaman toilet umumnya juga kurang berfungsi dengan baik,5
banyak sampahindah,3
pantai nuansa alam hijau syahdu cuman akses agak susah kalau berpapasan dengan pengendara lain,5
fyi kalau mau enak jalan nya rute karangan dongko panggul jalan nya lebar aspal tpi agak jauh mobil roda empat bisa lewat aman mobil kecil juga bisa sedan bisa untuk pantai nya lumayan tp kurang terawat aja kamar mandi toilet ada bersih untuk tiket bayar parkir aja untuk motor untuk mobil saran aja kalau kesana bawa motor manual lbih aman dan cek remnya hrus motor sehat sekian terima kasih,5
menurut saya tidak recomend aksess sangat sulit dan sangatsangat extreme kalo belum mahir mengemudi dan kendaraan tidak fitt jangan kesini,1
jalan istiwirdatang pas hujan beuhhsaran via panggul sajajgn kampakprigi serasa bromo kalo lewat situ,5
sepi ke sini karena weekday bagi rakyat trenggalek sepertinya jalur biasa aja tapi bagi orang kota akan kesulitan meski naik motor ke sini naik mobil lebih menantang lagi kebersihan kurang terawat jalan akses banyak cor masih ada makadam,5
suasananya wahh,5
tempat indah dan nyaman,5
gk sesuai,1
akses lumayan agak sulit kalau bawa kendaraan roda empat tapi bisa sesuai dengan nama nya memang banyak kerbau pas menuju bibir pantai nya karena sebelum ke bibir pantai ada hamparang pada rumput yang lumayan luas kalau pantai nya biasa aja pasir nya juga berwarna coklat ya tapi perjalanan menuju bibir pantai nya di suguhi pemandangan hamparan rumput hijau pohon kelapa dan kerbau kerbau jadi bagusan view sebelum ke pantai nya parkiran sangat aman sekali luas untuk kendaraan roda empat ataupun roda dua ketika berkunjung tidak ada tiket masuk tersedia toilet dan warung juga jadi aman ya bisa jajan ataupun menikmati deburan ombak sambil ngopi ngopi,3
beautipul place,5
kalau kesini bawa mobil harus dengan supir yang berpengalaman dimedan menanjak dan jalan sempit,5
pantainya bagus akses kesana lumayan sulit kalau bisa kendaraan harus dalam kondisi yang baik mobil bisa masuk tapi ketika mau sampai lokasi hanya bisa mobil,5
jalannya bikin stress hatihati aja klo naik mobil gk bisa papasan jalan setapak tempatnya indah spot camping enak saran aja lebih baik dibikin beberapa aturan masak jam malam ada rombongan pake sound kenceng ganggu orang aja kampungan gk punya adab mau tidur malah terpaksa bongkar tenda lagi ganti spot,4
indah bngt pemandangannya,5
bagus cantik,5
kondisi jalan bagus kalo dari arah panggul jalan sudah oke masuk ke area kampung jalan full cor block mantap medan termasuk extream pastikan kendaraan anda sehat terutama kondisi rem area parkir luas toilet ada lokasi cukup bersih mushola kecil ada beberapa warung di sekitar pantai buka jam ada persewaan alat camp di warung pintu masuk tempat retribusi pemandangan juara sungai bertemu sawah dan laut di tambah padang rumput dan kebo kalian bisa bikin tenda di padang rumput tepi sungai tapi ga boleh bikin api unggun baru bikin di bekas yg sudah ada kebersihan cukup oke saya sarankan datang di weekday biar ga terlalu ramai bisa pilih spot buat camp,5
pemandangannya bagus cantik ada view pantai bukit hamparan hijau termasuk kebo beberapa bagian bersih namun saat berkunjung september lalu belum terpenuhi fasilitas airnya di beberapa toilet atau kran mushola mungkin perlu ditingkatkan kebersihannya di mushola juga suka pol sama view nya,5
yang mobilan siapin mental aja,5
area camping kurang terawat dan tidak ada pemandu wisata sejarah pengunjung hanya menikmati alam saja,4
bagus,2
indah sekali dan alami apa lg makan minumanya murah meriah free htm cuma bayar parkir aja rb semoga jalan masuknya segera di perbaiki agar banyak wisatawan yang datang pantai kebo trenggalek,5
pantainya bagus cuman kurang pengelolaan tempat sampah,5
lokasi nya masih alami,5
kesana pas kkn diajak sama warlok pantainyaa bagus banget tapi tida dengan jalannya apalagi jalan masuk dipantainya super kecil dan nukik hati hati aja kalo mau kesanaa,4
jalur pantai kebo dari trenggalek selatan menanjak dan menikung jalannya sudah cor beton dan sebagian aspal untuk lagunanya bagus dan hijau namun sayangnya banyak berserakan sampah di area inti bawah pohon kelapa dan dekat kandang kebo ya maklum namanya juga pantai kebo tapi sangat disayangkan di area pantai dijumpai kotoran manusia dan beberapa sampah bawaan dan atau sampah para orang camping all in apik wes bisa buat camping mck tersedia listrik tersedia pemandangan apik kalo kesana pastikan armada anda prima dan skill driver harus yg josss,5
banyak cerita walau jalan rumit,4
view ny indah polllll,5
best for camping kalo weekdays sepiii berasa private beach banyak lahan hijau perbukitan udara jadi sejuk ada toilet mushola tapi ga ada listrik lampu malam gelap diterangi cahaya bulan super natural connect with me on instagram reyhanvivaldi,5
orangorangnya ramah kepada pengunjung,4
mantap poko nya ini tempatt,4
pegunungan yang indah,5
jln terlalu extrim tanjaan n turunan gak ada habisnya,5
tempat yang bagus,5
baru kemarin ke situ sepi asri alami,4
awesome lah,5
view pantai b aja tapi kalo buat ngecamp bolehlahh,4
pertama kali kesini kerenn mantap kalau dari pantai soge jam perjalanan ke arah timur jalannya cukup bagus tetapi saat mendekati pantainya cukup menguji adrenalin mengingat lebar jalan meter pinggir jalan langsung jurang warung dipantai banyak menyediakaan aneka minum makan dan harga pun sangat terjangkau toilet ada pintu oiya untuk mushola belum ada pantai kebo ini cocok untuk yang suka ngecamp disana juga terdapat sumber air dari sungai yang jernih bertemu dengan air laut langsung segerrr polll dan uniknya terdapat kandang kerbau disana ada kandang mungkin dari situ kenapa dinamai pantai kebo yang belum pernah kesini monggo rekomendasi,5
salah satu pantai yang masih asri belum terjamah manusia nakal akses jalan x lebih berbahaya dari pada jalur cangar pacet jalur yang saya lalui via munjungan saran bagi yang bawa mobil ajaklah driver yang sudah berpengalaman naik turun gunung ini tolong diperhatikan terimakasih,5
usaha tidak akan mengkhianati hasil beratnya rute sebanding dengan pemandangan yang didapat pastikan kondisi kendaraan anda fit,5
cocok buat yg tujuannya ngecamp tempatnya enakbersihwarung adatoilet adaa,5
tempat ini sangat cocok untuk menghilangkan penat disaat lagi pusing memikirkan pekerjaan,5
pantai kebo keren bagus alamanya pantainya bersih ombaknya cukup besar toilet juga bersihada beberapa warung makan untuk yg kesana pakai mobil hatihati jalan menuju pantai cukup sempit dan banyak tanjakan extrem tidak ada tiket masuk hanya parkir saja mobil rb untuk mobil dan motor,5
pemandangan nya bagus cocok buat camping,4
