review_text,review_rating
goa nya masih terawat dengan baik hanya di beberapa lokasi pagarnya ada yang berkarat masih banyak kelelawar yang ada disana penerangan cukup karena ada lampu di sepanjang jembatan jalan masuk htm ribu ada yang menyediakan senter bayar seikhlasnya saja tapi kalau kesini tidak banyak warung yang menjual makanan hanya ada atau warung yang menjual makanan ringan,4
datang kesini masih pagi sekitar jam sedikit pengunjung tidak ada pengunjung dalam jumlah besarbus tiket ribu per orang jalan masuk ke area cukup curam tapi masih aman area goa sekitar meter dari loket ada taman bermain anak sebelum memasuki area goa sekitar pintu masuk goa terdapat lorong pintu masuk dan tempat bilas toilet saat memasuki goa sudah ada jalan khusus pengunjung yg aman namun berhati hati kalau jalan licin kena air dan lumut di dalam goa banyak struktur batuan dan air tanah kelelawar ada di ujung goa setelah tempat peristirahatan dalam goa,4
indah alami dari dulu tetep saja,4
goa lowo merupakan salah satu destinasi wisata yang wajib dikunjungi ketika berada di kota trenggalek tempat ini masih satu jalur menuju ke pantai prigi menawarkan wisata telusur goa dengan banyak kelelawar tiket masuk ke goa seharga rb dengan tiket parkir rb untuk kendaraan bermotor setelah mendapat tiket akan diarahkan melewati jembatan untuk menuju ke goa lowo di bagian depan terdapat tempat bersantai dan bermain anak yang sangat luas dengan sederet pedagang minuman makanan serta oleholeh khas kota trenggalek didominasi formasi bebatuan menambah kesan megah wisata goa lowo ini untuk masuk ke goa lowo harus melewati sebuah terowongan yang menampilkan destinasi wisata kota trenggalek disamping kanankirinya setelah turun tangga pengunjung mulai masuk ke goa akan disuguhi dengan mulut goa yang sangat megah goa lawa ini dihiasi dengan lampulampu sorot yang memperjelas detail alami dari formasi batuan dalam goa untuk mempermudah pengunjung dalam menelusuri goa sudah disediakan jalan dan pagar untuk pegangan hingga ujung gua hal yang perlu diperhatikan ketika menelusuri goa lowo ini adalah pada spot tempat kelelawar berkumpul kotoran kelelawar berbau menyengat dan menyebabkan jalan serta pegangan menjadi licin tidak disarankan menggunakan alas kaki seperti sendal ketika menelusuri goa lowo,5
bagian depan area wisata terkesan panas dan gersang karena dominasi pohon jati jadi awalnya sempat meragukan tempat ini tapi begitu memasuki mulut gua hawa lembab khas gua memberi aura tersendiri semakin dibuat kagum dengan megahnya stalaktit dan stalakmit sepanjang lintasan meter mendengar suara gemericik sungai bawah tanah serta mencium bau kuat guano menjadi pengalaman tersendiri bagi anakanak yg selama ini mengetahui tentang gua hanya lewat buku bapak tour guidenya juga ramah bintang gua lawa trenggalek adalah tempat wisata yang saya harapkan untuk bisa saya kunjungi lagi harapan saya para wisatawan bisa ikut menjaga kebersihan karena merawat tempat seluas itu dengan harga tiket masuk yang hanya tentu bukan hal yang mudah bagi pengelola,5
goa alami yg panjang luas penerangan buatan yg baik sudah tersedia walking track yg cukup terawat lalu suasana di dalam goa begitu sejuk dg gemericik air bapak guidenya jg ramah,5
bagus udaranya adem,5
siap beli jelantah dengan harga terbaik,5
goa nya bagus banget hny saja jalan menuju goa sangat jauh dan taman nya tdk terawar,4
tempatnya eksotik,5
keindahan alam luar biasa,5
sedekat goa seplawan aja,5
goa yang fantastis sayang kalau dilewatkan untuk dikunjungi,5
sabtu juli,5
keren,5
asline indah gowonyaluas banget adem dlam gua ada sungai mngalir kurang perawatan,5
lokakarya pameran hasil belajar yg diselenggarakan hari ini sangat sukses,5
wisata alami yg bagus,5
luar biasa mengagumkan wajib ke sini kalo ke trenggalek,5
sebenarnya tempat yg cocok utk menghilangkan kepenatan sayang pada saat ke sana cuaca hujan udara msh segar di sekitarnya terdengar suara gemericik air sungai sambil ngopi hawa dingin sejuk,4
super wonderful place to visit its good for kids knowledge and learning about nature,5
guanya bagus sayang kurang perawatan jalan masuk dan keluar masih satu jalur sayangnya yang bisa dijangkau hanya beberapa ratus meter sisanya belum memungkinkan dilalui wisatawan,4
creepy,4
sangat senang,5
waktu kmren kesitu tmnku ku ajak masuk gak mau jadi cmn di luar an saja,4
sangat indah dan mengesankanpuas banget dengan pelayanan disana,5
goa terpanjang di asia tenggara legendaris luarbiasa kerenn,5
agak sepi sy kesana apa mungkin sore jd sdh mau tutup byk yg perlu di benahi utk tempat bermain anak dan ornamen spot foto,5
sungguh mengagumkan,5
seru dan menantang tinggal petlu dikelola dengan baik,4
bagi penggemar petualangan ini tempat yg recommended,5
gua yg luas dan bagus banget amazing pokoknya,5
sayang bgt wisata alam yg alami malah gak terawat,1
terakhir kesini pas tahun yg lalu sangat nostalgic,5
a lot needs to be fixed,3
sempurna gowa alami yang penuh ketakjuban untuk di kunjungi,5
goanya bagus dan terawat di luar goa tempatnya family banget tapi sayang wahana di luar goanya tidak terawat parah padahal itu bisa jadi ladang cuan berlimpah mohon kepada pengelola jangan cuma narik uang karcis doang tapi disesuaikan dengan fasilitas yang baik,3
sebelum ke pantai pasir putih tadi mutusin untuk kesini dan sepi sekaliii kayanya pengunjung disana tadi cuman keluargaku aja tiket masuknya murah per orang nya kena k kalo kalian kesini aku saranin harus masuk ke dalam guanya definisi hidden gem bangett secantik itu sepanjang tadi jalan masuk selalu ngucap masyaallah saking bagusnya aku gatau sih tempat ini sepi karena emang udah sepi peminat atau memang karena bukan waktu liburan sekolah tapi sayang banget seandainya ini terbengkalai gitu aja jadi aku sangat saranin kalian yang lagi liburan di daerah trenggalek dan sekitarnya untuk main kesini aku jamin ga akan nyesel,5
tempat yg luar biasa yg di ciptakan allah goa yg terbesar di asia tenggara,5
tempat wisata yang menghibur dan menyenangkan,5
istimewa kereeeen hanya saja fasilitas kamar mandi nya kurang terawat,5
goanya bagus sih cuma perlu hatihati krn didlm biasanya becek harga tiket kl tdk salah k taman sebelum masuk goa jg krg terawat mungkin bisa dibenahi lg supaya bisa jd alternatif bermain anakanak note toilet kurang bersih,4
tempatnya menarik dan rekomended,5
wisata alam yg bagus agak sayang pujaseranyayg jualan sepi dan terkesan kurang terawat alangkah indahnya kalau dirawat dgn baik,5
lebih g kuat baunya,3
banyak membantu,5
suka banget beautiful place,5
destinasi wisata bagus nuansa alam yg menarik,5
sebenarnya viewnya bagus mungkin akibat pandemi agak sepi dan sedikit kurang terawat,3
didalam goa terlihat bagus akan tetapi diluar goa kurang natural,4
pemandangan alamnya bagus banget sdh x mengunjungi tempat ini,5
just like that,4
sebenarnya sih sangat indah hanya kurang perawatan berkesan seperti biasa saja,4
tempat yang suuejukkkk,5
bnyak permainan ank yg rusak mngkn kdpnx bsa diperbaiki lgi,4
mengunjungi ulang tempat ini sudah sepi kelelawarnya playground dah kaya ga terawat tiket k parkir luas kalau mau masuk harus melewati jembatan banyak penjual jajanan oleh oleh khas trenggalek,4
subhanallah alami,5
natural terawat tapi perlu dikembangkan lagi area taman masuk ke gua masih kotor semrawut kebanggan jawa timur lah gua terpanjang seasia,5
amazing benar maha karya sempurna dan luar biasa sang maha pencipta benar the great masterpiece of the greatest creator sungguh maha suci alloh dengan segala ciptaannya jika masuk goa pastikan sandal jepit yang anda pakai masih tebal karena jalan di sepanjang jalan di goa sangat licin basah dan becek,4
napsk tilas setlh th yang llu skrg lebih enk jln nya bgs,5
kebersihan kurang terjaga,3
sekarang lebih baik lagi akses mudah,5
semenjak covid berangsur hilang wisata goa lowo ini mulai rakai kembali dikunjungi para wisataean,5
salahsatu goa terpanjang se asia tenggarasangat menakjubkan keindahan didalamnya,5
pas lagi ditengah tengah goa lampu tiba tiba matiii wkwk panik tapi asik,4
pertama kali kesini sm suami kesan nya horor tp seru pemandangan dalam guanya bagus banget tp sayangnya banyak lampu yg mati di dalem jd susah untuk lihat jalan tangganya,4
subhanallah bagus bgt di dalam gua tapi sayangnya taman di jalan menuju gua sedikit tidak ter urus ada air mancur kolam yang kotor lainnya ok lah,5
ngeri ngeri sedaaapp ayoo gemar berwisata lokal,5
skrg jd kurang terawat mungkin karena efek pandemi,3
baru pertama kali datang sungguh menakjubkan luar biasa subhanallah gowa terpanjang di asia tenggara,5
tempatnya asyik hanya saja di ujung gua kurang peneranganmungkin memang tempatnya kelelawar bersarang di ujung gua,4
refresh,1
tempat asri asli alami,5
sebenerya tempatnya berpotensi akan tetapi kebersihannya kurang terjaga baik dikamar mandi di tempat makan maupun didalam kawasan waktu masuk goa tidak bisa sampai selesai ke ujung goa karena pandemi selama tahun ada beberapa listrik yang belum diperbaiki baiknya sih segera diperbaiki karena pandemi sudah mulai hilang fasilitas taman juga ada yang perlu diperbaiki yang berjualan sangat sedikit yang ada cuman toko disekitar lokasi dan beberapa ibu pedagang durian semoga kedepan kebersihan dan semua aspek bisa lebih baik,3
wisata alam yg sangat seru buat keluarga dan rombonganbagus dan asri adem lokasinya,4
seru dan gk menyesal sma sekali kalau sudah masuk begitu menakjubkanbenar indah banget,5
