review_text,review_rating
bagus dan indah sekali pantainya ada air terjunnya juga tersedia gasebo kolam renang kecil air sungai camping ground pasir putih bersih parkir mobil dan motor luas memadai masuk bayar retribusi tidak boleh mandi di laut karena ombaknya besar,5
bagus,5
jos,5
perlu banyak pembenahan terutama kebersihan dan pemeliharaan sarpras terimakasih,3
rasanya gak pengen pulang pantai yang bersih belum begitu terjamah betah bgt dstu gk ada htm apa lagi saat arah masuk lurus trus arah kanan masyaallah ada air terjun yang iiiiinnnnndaaaahhhhh,5
sangat tidak terawat jalananya becek kolam renang anak nya kotor sekali,1
pantai yg indah juga air terjun yg penuh misteri tak ada duanya,5
pantai yang indah tapi kotor,4
tempat pembelian bibit ungul,5
pantainya cakep sekali masih terbilang sepi jadi oke bgt buat foto dan santai,5
pantai yang dulu sepi kini ramai apalagi pas liburan sayang pas ke sini masih sisa kemarau jadi air terjunnya tidak ada,5
bagus cuma kamar mandi terlalu jauh dari pantai jln kaki dari parkiran mobil juga lumayan jauh,4
pantai dengan air terjun nya keren banget dec,5
pantai yang indah dan luas spot foto alam bagus dan sebenarnya banyak fasilitas seperti kolam renang dan taman namun terkesan kurang terawat ada penjual makanan dan minuman ada air terjun yang katanya airnya akan deras ketika sudah musim hujan saya sendiri kesana pas belum musim hujan dilarang mandi di pantai ada beberapa gazebo di area taman dan tempat duduk di dekat pantai tiket masuk lumayan murah tapi belum termasuk tiket untuk pantai di sekitarnya,5
air terjunnya indah sejuk dan masih asri,4
keren sik dua tempat ada dua tempat wisata sekaligus pantai dan air terjun di satu lokasi yang sama pantainya semoga kedepannya sampah makin berkurang fasilitas pendukung seperti toilet tempat bilas aman semua keren,5
ga boleh mandi di laut,4
panas fasilitas nya serba buruk padahal bayarnya mahhhalll so bad so sad padahal potensinya bagus,1
ramai,5
tempatnya bagus dan adem kombinasi pantai dan air terjunnya warbyasah,5
pemandangan smp negeri satu atap ngrayun dari atas tebing,5
pantai alami yang dilengkapi dengan air terjundanaugua dan bukit karang yang indah,4
pantai yg ada air terjunnya akses mudah,4
sarana wisata bahari yang sangat indah dan menarik aman dan sejuk,5
acc s facile plage propre pas de plastiques exceptionnel dans la r gion,5
krang bersih,1
tempat bagus tolong di tingkat kan lagi kebersihan nya,4
kurang perawatan akses jalan masuk maupun pantai nya,4
banyak tempat bermain air ramah anak kecil,4
pantai dengan air terjun terbaik di trenggalek pantainya luas fasilitas penunjang lumayan lengkap jalan menuju pantai sebagian besar sudah bagus disarankan berwisata pada weekday karena suasana tidak terlalu ramai minus cuma satu yaitu sampah yang berserakan di pinggir pantai mungkin belum sempat dibersihkan cocok buat piknik karena ada area rerumputan yang cukup luas,5
sejuk poll,5
pantai indah bersih dan tempat bermainnya cukup luas,5
enak banget pantainyamana deket sama air terjun,4
gak siasia perjalanan jauhku,5
pantai yg bersih ada air terjun juga,5
sangat rekomended buat yang mau liburan,4
suka sekali air terjunnya,5
keren tempatnya ada air terjunnya sepanjang perjalanan juga bagus,5
keren ada air terjunnya juga,5
bintang kalo jalanannya enak,4
pengalaman pertama berkunjung ke pantai pelang kita ambil jalur gunung penuh tanjakan eeh menantang banget ga si,5
bagus so beautiful,5
tiket cm kparkiran luasada pantai dan air terjunbebas pilih mana yg cocok,3
tempatnya di perindah lagi dongbiar tambah asyik,3
perpaduan pantai dan air terjun,5
amazing beach,5
sangat cocok buat healing,5
pantainya bersih,5
pesisirnya luas sekali bagus air terjunnya batunya tidak licin jadi bisa dinaiki,5
pantai klayar memang terkenaltapi saya pribadi lebih nyaman di pantai pelangkarna suasananya lebih tenang dan mudah menikmati,5
sangat menyenangkan dan bisa menghilangkan penat saat liburan di desa pasti anak anak ngajak ke sini,5
wisata air three in one ada air terjun ada pantai dengan ombaknya yg besar ada jg kolam bt anak lengkap sudah have fun,5
pantainya bagus tapi ombaknya tinggi tidak disarankan untuk berenang ada air terjunnya juga,5
anakanak agak kecewa karena tidak boleh mandi di pantai dan indahnya di air terjun,3
pantai dgn fasilitas super lengkap pantaikolamair terjunwarkopsungai,5
tempatnya bagus akses jalan sudah baik selain pantai yang cantik kita juga bisa menikmati spot air terjun alami di lokasi seberang cuma pada spot menuju air terjun lebih baik ditingkatkan perawatannya supaya terlihat lebih asri,5
tempat yg bagus ada pantai ada air terjun tempat yg luas hati licin,5
akses masuk mulai dibenahi krn becek maklum waktu datang musim hujan tempat wisatanya ok indah,5
pantai pelang sangat bagus dengan htm hanya ribu rupiah dan biaya parkir motor ribu rupiah bisa menikmati pemandangan alam berupa pantai pasir putih yang indah tidak hanya pantai dalam satu lokasi disuguhi aliran sungai yang tenang air terjun dan sendang widodari serta kolam di tengah perjalanan pantai termasuk sepi sehingga cocok untuk menenangkan fikiran,5
sebenarnya bagus hanya saja fasilitas umum yg perlu dirawat dan dijaga harga tiket juga tergolong murah satu orang rb,5
indah bangett sepi sangat cocok untuk acara keluarga,5
pantai selatan tapi ada air terjun dan lain nyaman untuk keluarga,5
jelek banyak sampah nggak kerawat tempatnya pokoknya ga wor it bangettt sama tiketnya,2
lokasi wisata yang masih alami semoga tetap asri dan terjaga kebersihannya,5
masih alami,5
bagus tapi kurang terawat mungkin efek pandemi,3
pantai air terjun dan pemandangan nya bagus dan indah tidak perlu mendekat ke bibir pantai krn ombak sangat besar cukup di hulu sungai yg airnya sangat jernih cocok buat anak main pasir,4
mantaaaaap,5
nice shore not to big wave not so crowd and there is clean waterfall,5
wisata yang sangat ramah di kantong,5
bagus ada berbagai macam wisata di dalam,5
saat singgah ke daerah paling selatan kab trenggalek belum lengkap kalo belum mandi di air terjun pantai pelang,5
cuma lewat,4
sebenarnya bagus tapi sayang kurang perawatan cenderung kumuh kotor,3
is ok saya suka banget sama air terjunnya waooww bikin pyurr pyurrr,4
bagus cuma kurang terawat lagi,4
pantai yg penjaganya getok harga kepada wisatwan lokal g rekomendtmpt masuk udh tersembunyi kumuh ga lagi ke senemsh ada pantai yg bagus dan lbh nyaman,1
jos,5
not recom kotor lokasinya,5
masih perlu penangan yang lebih agar terlihat semakin elok,3
hallo guys jadi aku mau cerita sedikit tentang pantai ini jadi pantai ini tu bagus sih tapi pas aku kesana masih kondisi air lautnya pasang gelombangnya tinggi tapi di sana gk cuma ada pantai aja kok ada pemandiannya juga,4
