review_text,review_rating
walopun udah kelihatan tua bangunannya tapi tetep ok kok dan menyenangkan untuk bawa toddler,5
seru dah pokoknya,5
luar biasa,5
tempat yang diaukai anakanak karena ada atraksi fish feeding ada piranha feeding shark feeding juga kolamkolam kecil lainnya yang perlu diperhatikan adalah jamjam feedingnya misal piranha feeding jam shark feeding jam dan lainlain datang kesini saat weekdays sungguh menyenangkan karena tidak perlu anti panjang untuk beli tiket dan di dalam tidak penuh sesak dengan pengunjung ada beberapa tenant makanan di foodcourtnya parkir pembelian tiket dan pembelian merchandise bisa menggunakan berbagai metode pembayaran bisa tunai qris debit card maupun credit card very recommended untuk visit kesini bersama anakanak,5
selain untuk tempat wisata juga baik untuk edukasi anak tentang biota laut,5
seru bgt kesini tuhh anak aku seneng kebetulan aku beli tiket di traveloka krna lebih murah dan yg paling penting toilet nya bersih wangi,5
good place to go out with family and kids must watch birds show very underrated but really enjoyable,4
sebaiknya beli tiket online ya minimal h,5
rekomendasi wisata di jakarta khususnya bagi pecinta satwa air di sini kita akan diperlihatkan banyak akuarium dari ukuran kecil hingga raksasa ikannya juga variatif ada ikan air laut dan tawar mulai dari ikan koki sampai ikan hiu banyak yang bisa dipelajari di sini cocok sekali bawa anak anak untuk mengenal macam macam ikan dan ekosistem laut untuk tempat sebenarnya sudah lama namun masih terawat dengan sangat baik fasilitasnya seperti toilet super bersih di sini ada banyak store mulai dari merchandise dan food court untuk tiket masuk saya pesan melalui traveloka dengan harga rb an di weekend ini belum termasuk tiket masuk kawasan ancol sebesar rb ya,5
lebih baik beli tiket secara online aja krn harga jauh lebih murah dibanding on the spot ots hrganya sedangkan online beli di traveloka dpt hrg k utk weekend tempatnya adem bgt dan dipintu masuk aquarium ada booth poto yg bisa ditebus ketika keluar harganya k mahal bgt krn dpt foto uk k kalo ga salah dan keychain yg isinya foto jg trus diluar aquarium akan ada banyak tukan foto asal jepret dan nanti akan ngejar utk dibeli fotonya lbr k dan hasilnya blurkalo kalian gamau beli jg gapapa kok,4
lumayan banyak variatif ikannya ada show performance kasih makan ikan tapi ga ada putri duyungnya padahal anakku pgn lihat putri duyung lorong aquariumnya magical krena liat ikan pari gede yang lucu sih,5
bagus cuman tempatnya kurang luas,4
beberapa kali ke seaworld perubahan masih sedikit,3
jalan jalan sama keluarga memang paten lah disini cocok,5
wonderful experience,5
sea world ancol selalu jadi tempat favorit saya kalau lagi cari destinasi wisata edukasi yang seru di jakarta tempatnya luas bersih dan nyaman buat jalanjalan bareng keluarga teman atau pasangan begitu masuk langsung disambut dengan suasana aquarium besar yang dipenuhi berbagai jenis ikan warnawarni yang cantik banget salah satu yang paling saya suka di sini adalah terowongan bawah lautnya sensasinya keren banget bisa jalan di dalam terowongan kaca dengan ikanikan besar pari sampai hiu berenang di atas kepala kita rasanya kayak lagi diving di laut beneran selain itu ada juga aquarium khusus uburubur yang tampilannya estetik banget buat fotofoto pelayanannya juga oke staff di sini ramah dan sigap kalau ditanya soal informasi koleksi biota laut fasilitasnya lengkap mulai dari area makan toilet yang bersih sampai area duduk buat istirahat harga tiketnya menurut saya sepadan dengan pengalaman yang didapat apalagi kalau datang di hari biasa suasananya lebih lengang jadi bisa lebih puas explore buat yang bawa anakanak ini juga cocok banget karena banyak informasi edukatif soal dunia bawah laut pokoknya kalau lagi ke ancol jangan sampai lewatkan sea world tempat ini benarbenar worth it buat refreshing sekaligus belajar hal baru tentang kehidupan di bawah laut bakal ke sini lagi deh,5
udah banyak berubah ikannya touch pool dah sedikit isinya semoga management bisa memperbaiki jangan kalah dengan aquarium yg baru,4
tempatnya cukup bagus perawatan dan juga program di dalamnya saya menyarankan untuk membeli tiket lewat partner ticketing lumayan dapet diskon,5
mantap pokonya tiket lebih murah beli di aplikasi dari pada langsung soalnya pas di antrian loket juga disarankan online lewat aplikasi,5
keresn,5
kali kedua kesini pas anak thn sama kemarin udah thn kesini lagi ga banyak yg berubah anak tetep enjoy karna suka liat banyak jenis hewan laut hehe,5
owner baik ramah harga murah,5
anak seru keliling beribu bnyk ikan,4
wisata edukatif dengan keluarga,5
tempat edukatif satwa laut yang sangat menarik beli tiket online di situs acol,5
cocok buat family time,5
nice collection of fishes,5
pengalaman yang menarik untuk dikunjungi seru banget pokoknya liatin ikan ikan,5
sea world ancol yang terletak di kawasan taman impian jaya ancol jakarta utara adalah destinasi wisata edukatif dan rekreatif yang ideal untuk liburan keluarga dengan lebih dari akuarium dan kolam terbuka tempat ini menampilkan sekitar ekor biota air tawar dan ekor biota laut termasuk berbagai spesies ikan reptil dan avertebrata salah satu daya tarik utama adalah antasena tunnel terowongan bawah air sepanjang meter yang memungkinkan pengunjung merasakan sensasi berjalan di dasar laut sambil dikelilingi ikanikan besar selain itu terdapat shark aquarium yang menampilkan berbagai spesies hiu serta jellyfish sphere yang memamerkan keindahan uburubur dengan pencahayaan menakjubkan untuk interaksi langsung anakanak dapat mengunjungi touch pool di mana mereka bisa menyentuh bintang laut dan hewan laut lainnya sea world juga menawarkan pertunjukan menarik seperti piranha feeding show yang diadakan setiap hari pukul wib fasilitas penunjang meliputi ruang menyusui mushola food court dan toko suvenir dengan kombinasi edukasi dan hiburan sea world ancol memberikan pengalaman liburan keluarga yang menyenangkan dan berkesan,5
anak senang sekali kesini banyak edukasi utk anak pokoke bermanfaat,5
bagus bisa memperkenalkan dunia laut untuk anak anak,5
if during the holidays looking for parking close to seaworld is a bit difficult so get parking a bit far away the show is always full maybe need to add additional screens next to the show if you cant see closer,5
ok keren,5
lumayan menghibur saat gak tau mau ngapain di jakarta hihi,5
tempat ini cocok untuk membawa anakanak sambil mengenalkan berbagai jenis ikan laut,5
bagus lengkap barangnya,5
nice view,5
tukang foto area sebelum masuk seaworld sangat mengganggu dan memaksa ada keamanan tapi diem diem bae sangat payah pihak pengelolanya sudah tau banyak bintang karna hal ini tapi gada penertiban samasekali btw gaminta foto ya candid hasil jelek fak pulang tiba tercetak gakan balik lagi si kalo masih liat rombongan itu di depan hati buat kalian yang datang dan tiba di foto dia malak model fotographer,1
pas datang bertepatan sama anak sekolah datang rombongan jadi terlalu berisik dan ga bs menikmati dengan nyaman mungkin kalo bs di share jadwal kunjungan rombongan jadi bagi yg memang mau menikmati dan nyaman bs pilih hari lain,3
disarankan beli tiket beberapa hari sebelumnya secara online agar lebih murah dan opsi banyak,5
lebih baik beli tiket online ya karna perbandingan harganya lumayan sih yah oke lah untuk anak,5
ke sini di long weekend ramai tapi masih bisa dinikmati banyak show feeding animalsnya juga bocil happy bisa liat banyak hewan laut di sini,5
seru sih apalagi bawa anak main mengenal berbagai hewan laut d sana,5
anjayyy imo,5
sea world aquarium raksasa diauguhkan macam biota laut berada di komplek ancol beach jakarta,5
bagus si rekomended pokonya anak aku happy sekali liat ikan ikan yang ada di sea world,5
beri moment terbaik untuk buah hati kita di seaworld ancol,5
saat liburan penuhterasa ada air netes ternyata luar hujan derassemoga terua meningkatkan kualitas bs setara singapore,5
tempat liburan cocok buat anak anak untuk edukasi dunia bawah air,5
ga seru pas kesitu tgl mei eskalator di terowongan aquariumnya mati,1
seru bangettt walaupun ujan cuma pengunjung nya ttp byk,5
hiburan selaligus belajar mengenal hewan hewan laut tapi kolam touch nya gak ada padahal exited pengen bgt anak,5
seru bisa lihat ikan laut dari dekat bahkan bisa pegang kecuali hiu,5
ok semoga koleksi ikannya bertambah kolamnya terawat harga tebus photonya agak pricey,5
bagus untuk edukasi anak,4
oke,4
kerenn,5
old unkempt and charges rb per head just to enter a crappy old place,1
better kesini hari minggu lebih sepi lebih nyaman,5
overall tempatnya bagus dan nyaman buat liburan keluarga,5
seru seru seru,5
masyaallah anak suka banget liat koleksi sea world,5
tempat yang bagus untuk edukasi anakanak untuk mengenal makhluk lautan kalau beruntung bisa melihat pemberian makan dalam aquarium yang besar,5
bulan mei ini saya mau mengulas sedikit seaworld pertama kali saya kesini waktu sdsltp sekarang saya kesini sdh berkeluarga seaworld yang sekarang nampaknya harus mulai di perhatikan seperti terowongan kacanya yg sdh buram biota laut yg semakin sedikit kemudian setelah masuk antrian kedalam kita ditawarin mau foto apa engga saran saya untuk harga fotonya mungkin jgn terlalu mahal apalagi pengunjungnya kebanyakan anak anak backgroundnya sih bagus terowongan aquarium bentuknya gantungan kunci tapi terlalu mahal harganya untuk toilet nya sudah bersih foodcourtnya lumayan enak enak makanannya sukses selalu seaworld,4
liburan seru buat anak anak ramai pengunjungnya,5
mesti dibatasi pengunjungnya,5
alternatif pelepas penat sambil belajar dunia bawah laut dan air banyak hal yang belum kita pelajari di sekolah di sini banyak arenanya eksplore sebanyakbanyaknya,5
keren seakan kita berasa di dalam lautan,5
tiket beli di webnya promo wkt itu rborang kebetulan ambil di hari kerjaweekdays sepiiii bangeeet kaya lengang berasa banget bisa nikmatin suasananya sambil fotofoto dengan tenang ramenya cuma ada beberapa rombongan anak tk aja sih worth it utk bawa anak ngeliat hewan bawa laut,4
the experience was decent there was some few areas to explore and some interactive activities aswell surprisingly as big as it seems the place really doesn t have that many attractions compared to the other aquariums i ve visited in indonesia even just jakarta specifically seem to have much more shows feedings and more different things to see some things that shocked me were the amount of roaches that i found even on the ground i see larger roaches and the staff not doing anything about it another thing is they have a sign showing you on how to properly touch the sea creature i believe it was turtles and once you do that the staff tell you not to the ticket price is also abit pricy considering there isn t too much to see it would be a lot nicer if things were updated and more looked after,2
seru menarik tapi wahananya terasa kurang kami pikir untuk menikmati seluruh wahana akan makan waktu seharian ternyata setengah hari sudah selesai dengan sudah melihat semua atraksi yang ada,4
terakhir berkunjung sekitar hampir sepuluh tahun lalu tidak banyak berubah dan ada beberapa area yg baru sepertinya koleksi ikan masih sama sepertinya baru masuk aquarium ada staf yg menawarkan foto di green screen keluar terowongan ikan pun ada untuk toilet mohon untuk lebih diperhatikan kebersihannya,4
tempat yang bagus untuk menghabiskan liburan bersama keluarga lumayan bisa habis jam di dalam sayangnya jamx feeding ikan sebagian besar diatas jam an,4
bagus mengedukasi,5
area seaworld semuanya indoor jd enak adem hehe petugasnya ramah ajasih cuma sedih bgt musola sama rest area ga ada jd harus keluar dulu agak jauh,4
sangat menakjubkan,5
anak anak senang liat ikan ikan di seaworld dan juga pengalaman yg menyenangkan bagi anak anak,5
aku suka hewan laut pertunjukan hewan lautnya lucu gemas dan asik tidak pernah ku lewatkan pertunjukan hewan nya karna tidak buat bosan ataupun ngantuk berkah kelucuan tingkah hewan yang menarik perhatian,5
sangat senang melihat semua jenis ikan laut,5
